Hospital,username,review,stars_given,Branch location,Time
"Rainbow Children’s Hospital & BirthRight, Banjara Hills, Hyderabad - Best Maternity Hospital",Abdul Samad,"under the leadership of Dr harish jayaram, the team was outstanding at its performance. especially with respect to care and satisfaction regarding the minute details of the procedure. not just the doctors, but the nurses, housekeeping, floor coordinator(gulshan), floor incharge food management and the nutritionist literally each staff of the hospital is keen in taking care of the wellness and health of the individual.",5.0,Telangana 500034,a week ago
"Rainbow Children’s Hospital & BirthRight, Banjara Hills, Hyderabad - Best Maternity Hospital",Sadhana Jonnalagadda,"Dr Aditi Shah is excellent scan doctor, very friendly and educates us well through the scanning. Overall it's a good scanning experience at Rainbow except for little delay that is expected in scans.",4.0,Telangana 500034,6 days ago
"Rainbow Children’s Hospital & BirthRight, Banjara Hills, Hyderabad - Best Maternity Hospital",Sahi ലവ് യു,Treated by dr Dinesh kumar from past 8 yrs it was a very great experience to be under his treatment and got a speedy recovery,5.0,Telangana 500034,2 months ago
"Rainbow Children’s Hospital & BirthRight, Banjara Hills, Hyderabad - Best Maternity Hospital",Divyasri Ambati,"Visited Rainbow hospital my daughter Adenoids treatment and surgery process was handled very smoothly. Dr.Murthy is very experienced, suggested right procedure and helped for speedy and effective treatment. Overall it was good experience in hospital and satisfied with all departments here",5.0,Telangana 500034,4 weeks ago
"Rainbow Children’s Hospital & BirthRight, Banjara Hills, Hyderabad - Best Maternity Hospital",Gouthami Gouthu,"Dr. Ujjawala Desi treatment is excellent and team doctor Dr. Sudha madam also taken special care of my child,they have given regular updates. Even nursing staff also are very helpful and support. And supporting staff also is excellent.",5.0,Telangana 500034,2 months ago
"Rainbow Children’s Hospital & BirthRight, Banjara Hills, Hyderabad - Best Maternity Hospital",shaik Rubeena,Dr Vijay jamalpuri and his team took utmost care of my daughter. He was very patient in listening to our concerns and advised the needed medication. The support staff is also very attentive and quick to respond to patients needs.Good experience overall.,5.0,Telangana 500034,a month ago
"Rainbow Children’s Hospital & BirthRight, Banjara Hills, Hyderabad - Best Maternity Hospital",Manikandan Murugan,"Good hospital to approach. Doctors are patient enough to answer to all our queries and guided us well in the surgery process. Some admin things are to be noted and hope it will improve in future for all the patients and attendants. Overall good hospital, environment and staffs are good.",4.0,Telangana 500034,a month ago
"Rainbow Children’s Hospital & BirthRight, Banjara Hills, Hyderabad - Best Maternity Hospital",Siri Sirisha,Best hospital... Takes care very  well.. Once we enter into hospital staff  takes care of everything... Superb.. My daughter got recovered very fastly... Worth to join in this hospital..,4.0,Telangana 500034,6 months ago
"Rainbow Children’s Hospital & BirthRight, Banjara Hills, Hyderabad - Best Maternity Hospital",Mohammed Muzzameel,Very Good hospital & Dr Bhargavi is very simple and gentle in her behaviour. She will give sufficient time to each patient. She studies the patient and disease meticulously. She prefers surgery when it is very much required only. We didn’t found commercial nature in her.,5.0,Telangana 500034,a month ago
"Rainbow Children’s Hospital & BirthRight, Banjara Hills, Hyderabad - Best Maternity Hospital",sridhar,"My kid 12 yrs old treated by Dr. Venkat Ram Thyalapalli, explained us in a easy understanding way with demo pieces of bone during consultation and then the surgery also went well, starting from admission to discharge every staff member is friendly and helpful. Hospital rooms and premises are well maintained. Cafeteria is located in G floor quality of food is really good and ofcourse it is located in prime area hence the cost of food is little higher side compared to other areas. Finally, now my confidence on rainbow hospitals, banjarahills is just handover our kid to them rest they will take care.Thank you rainbow hospitals, banjarahills.",5.0,Telangana 500034,a week ago
"Rainbow Children’s Hospital & BirthRight, Banjara Hills, Hyderabad - Best Maternity Hospital",Srinivas Sabawat,"Dr.Vijayanand Jamalpuri's treatment was very efficient and effective in alleviating symptoms. He is very patient in explaining the treatment and very much reassuring. The staff in 3rd floor, Narsingh, Co-ordinator was very much supportive. And the nurses were very much reaffirming.",5.0,Telangana 500034,4 days ago
"Rainbow Children’s Hospital & BirthRight, Banjara Hills, Hyderabad - Best Maternity Hospital",neetu gupta,DR. Leenatha is a very calm and an approachable doctor. She gives enough time to patients and ready to clarify all their doubts. An ideal attitude for a pediatrics doc.,5.0,Telangana 500034,2 weeks ago
"Rainbow Children’s Hospital & BirthRight, Banjara Hills, Hyderabad - Best Maternity Hospital",Prashanthi Udaya,Doctor PVLN Murthy sir was excellent and his treatment also very good. All the nurses and duty doctors were also very caring and well attended my child Shanmukha Advaith.Thank u very much team Rainbow,5.0,Telangana 500034,a week ago
"Rainbow Children’s Hospital & BirthRight, Banjara Hills, Hyderabad - Best Maternity Hospital",Dilip Reddy Parakala,"I'm thrilled to share our experience with Rainbow Hospital where my child was admitted. The expertise of the doctors (especially Dr. Dinesh Chirala) and the care provided by the staff were truly exceptional. From the moment we arrived, we felt reassured and supported. The medical team's dedication and proficiency were evident throughout our stay, and their commitment to my child's well-being was exemplary. The warm and nurturing environment created by the staff made a challenging time much more manageable. We are deeply grateful for the outstanding care our child received at Rainbow Hospital, Banjara Hills, Hyderabad.Its very nice experience and suggest anyone for the kids care. They were providing the world's best service for the kids.Keep up all the great work.",5.0,Telangana 500034,2 months ago
"Rainbow Children’s Hospital & BirthRight, Banjara Hills, Hyderabad - Best Maternity Hospital",mahesh pittela,"Had undergone baby surgery under Dr Praneeth K- neurosurgeon. He was very good in explaining the process of surgery and why is is required to do . He is one of good surgeon whom I have meet in Rainbow hospital, banjara hills",5.0,Telangana 500034,a week ago
"Rainbow Children’s Hospital & BirthRight, Banjara Hills, Hyderabad - Best Maternity Hospital",Nikhil Agarwal,"Worst Hospital ever. Just having a hospital on main road of Banjara Hills doesnt make it good. They only care about money and nothing else. Extra injections are mentioned in the bill. And major issue is of language, hiring people who can only speak telugu. Do not have a problem with telugu but everyone should know hindi or english to cater to almost 100%people.",1.0,Telangana 500034,a week ago
"Rainbow Children’s Hospital & BirthRight, Banjara Hills, Hyderabad - Best Maternity Hospital",Maharshi K,"Dr. Nalinikanth sir  was totally impressed. He is not only an Excellent Doctor , he is simple, he support every time. He prefers surgery when it is very much required only. Staff also very friendly. But one thing about food, my wife eats only home made food but here not allowing out side food. So I am requesting please allow when it's needful.",5.0,Telangana 500034,3 weeks ago
"Rainbow Children’s Hospital & BirthRight, Banjara Hills, Hyderabad - Best Maternity Hospital",Mandade Savithri,This is the best hospital for treatment during pregnancy and child care. I would appreciate the staff and the members of the hospital to be friendly and caring throughout the hospital services. They have also helped me and my child with pediatric care during tough time. I recommend this hospital to all new mom's and for their child care.,5.0,Telangana 500034,4 weeks ago
"Rainbow Children’s Hospital & BirthRight, Banjara Hills, Hyderabad - Best Maternity Hospital",NASSER QTR,Dr.apana Reddy is very good and humble and my baby has suffering allergic and asthma and after start a medication it's very helpful and very grateful treatment I m very happy 😊 and Monika coordinator is very helpful and very nice thank you 😊,5.0,Telangana 500034,a week ago
"Rainbow Children’s Hospital & BirthRight, Banjara Hills, Hyderabad - Best Maternity Hospital",Raju Komire,"Excellent approach and satisfactory with the hopsital, specially Dr.Bhargavi Reddy has helped us alot to overcome from the trauma situation of my wife and given confidence to stay strong. A special thanks to the Nursing & housekeeping team.Finally,  left the hospital with smile.",5.0,Telangana 500034,a week ago
"Rainbow Children’s Hospital & BirthRight, Banjara Hills, Hyderabad - Best Maternity Hospital",Sripathi V,Dr. Dinesh is the best pediatrician doctor that we come across in long time. His patience and calmness really gives a healing touch. He is very good and approachable with best in medicine. Thank you doctor,5.0,Telangana 500034,2 months ago
